Company Name,Job Title,Salaries Reported,Location,Salary
Ziff Davis LLC,Data Analyst,1,Pune,521474
IIM Kozhikkode,Data Analyst,1,Pune,764702
Perennial,Data Analyst,1,Pune,16123
Irupar Sociedad Cooperativa,Data Analyst,1,Pune,604401
md,Data Analyst,1,Pune,156179
,Data Analyst,1,Pune,23500
IBM,Data Analyst,1,Pune,1007334
TIAA,Data Analyst,1,Pune,1438333
Kisan Forum,Data Analyst,1,Pune,423155
EBC,Data Analyst,1,Pune,84698
Allstate,Data Analyst,1,Pune,540810
GTT,Data Analyst,1,Pune,615475
Strata Decision Technology,Data Analyst,1,Pune,600676
Appberry,Data Analyst,1,Pune,21457
Fran Biz,Data Analyst,1,Pune,2010
Arya Risk Management Solutions,Data Analyst,1,Pune,406551
Avalara,Data Analyst,1,Pune,479956
Tiger Analytics,Data Analyst,1,Pune,859906
D.A.T.A.,Data Analyst,1,Pune,155
Tecure Technology,Data Analyst,1,Pune,184929
Itouch Infotronics,Data Analyst,1,Pune,681045
DEUSTCHE,Data Analyst,1,Pune,1932460
TeamLease Staffing Solutions,Data Analyst,1,Pune,24722
Mahira Engineering,Data Analyst,1,Pune,205476
Mahendra’s Institute,Data Analyst,1,Pune,509801
KreditBee,Data Analyst,1,Pune,520597
Accenture,Data Analyst,1,Pune,18036
DataVinci Analytics Agency,Data Analyst,1,Pune,31079
Maestro Intellect,Data Analyst,1,Pune,191655
Ugam,Data Analyst,1,Pune,700000
Horizon Electric,Data Analyst,1,Pune,8922
Cotiviti,Data Analyst,1,Pune,873273
Global Market Insights,Data Analyst,1,Pune,211160
Infort Technology,Data Analyst,1,Pune,36266
MIT,Data Analyst,1,Pune,20633
Kerlan-Jobe Orthopaedic Clinic,Data Analyst,1,Pune,50000
Amadeus,Data Analyst,1,Pune,40195
Mass Technologies,Data Analyst,1,Pune,30000
PRGX Global,Data Analyst,1,Pune,508188
PhotoMath (CA),Data Analyst,1,Pune,30147
Lalit Roongta Group,Data Analyst,1,Pune,59632
Looking for Job,Data Analyst,1,Pune,644930
MIT World Peace University,Data Analyst,1,Pune,552686
Allianz,Data Analyst,1,Pune,30821
We Are Job Seekers,Data Analyst,1,Pune,369857
Prithvi Nath,Data Analyst,1,Pune,10749
Cubictree Technology Solutions,Data Analyst,1,Pune,386492
Magna Infotech,Data Analyst,1,Pune,414388
CSS Corporation,Data Analyst,1,Pune,73405
Endurance Technologies,Data Analyst,1,Pune,376209
Johnson Controls,Data Analyst,1,Pune,397707
Roverside,Data Analyst,1,Pune,686743
ABC,Data Analyst,1,Pune,13356
Diverse Lynx,Data Analyst,1,Pune,1074883
Xyster Consulting,Data Analyst,1,Pune,50905
Vereigen Media,Data Analyst,1,Pune,26872
ASD,Data Analyst,1,Pune,196999
Michelin,Data Analyst,1,Pune,634621
Kurrajong and District Hospital Society,Data Analyst,1,Pune,706283
Yogesh and Jain,Data Analyst,1,Pune,200000
WebDirekt,Data Analyst,1,Pune,241760
Excelsior Research,Data Analyst,1,Pune,12434
Sunanda Speciality Coatings,Data Analyst,1,Pune,600487
Blue Planet Solutions,Data Analyst,1,Pune,252244
Northern Alberta Institute of Technology,Data Analyst,1,Pune,11471
GTL Limited,Data Analyst,1,Pune,637252
S2W Media,Data Analyst,1,Pune,564654
IDEA,Data Analyst,1,Pune,656800
Coditas,Data Analyst,1,Pune,454039
Tommy Hilfiger,Data Analyst,1,Pune,50905
Cummins,Data Analyst,1,Pune,65207
ADHOC Services,Data Analyst,1,Pune,563464
GGS Engineering Services,Data Analyst,1,Pune,282327
SG Analytics,Data Analyst,1,Pune,406551
Zendesk,Data Analyst,1,Pune,25791
Cosmos eSolutions & Services,Data Analyst,1,Pune,324419
Innovatus Technologies,Data Analyst,1,Pune,26191
Flash Electronics (India),Data Analyst,1,Pune,16438
Evolvus,Data Analyst,1,Pune,216827
Diacto Technologies,Data Analyst,1,Pune,20965
Tata Consultancy Services,Data Analyst,35,Hyderabad,500000
Deloitte,Data Analyst,29,Hyderabad,624783
Amazon,Data Analyst,25,Hyderabad,419297
Accenture,Data Analyst,23,Hyderabad,479366
Cognizant Technology Solutions,Data Analyst,22,Hyderabad,527930
Zen3 Info Solutions,Data Analyst,19,Hyderabad,24791
Tech Mahindra,Data Analyst,18,Hyderabad,400745
Infosys,Data Analyst,14,Hyderabad,495265
IBM,Data Analyst,12,Hyderabad,513986
Google,Data Analyst,11,Hyderabad,1532909
CAMP Systems,Data Analyst,9,Hyderabad,29013
GlobalData,Data Analyst,9,Hyderabad,30269
Optum,Data Analyst,9,Hyderabad,1273952
Capgemini,Data Analyst,9,Hyderabad,377686
GlobalLogic,Data Analyst,8,Hyderabad,242324
Microsoft,Data Analyst,7,Hyderabad,924643
Unifytech,Data Analyst,7,Hyderabad,18651
Kantar,Data Analyst,7,Hyderabad,407376
ICICI Bank,Data Analyst,7,Hyderabad,604401
Cyient,Data Analyst,7,Hyderabad,564107
Wipro,Data Analyst,7,Hyderabad,305881
ValueLabs,Data Analyst,7,Hyderabad,902901
Metrics4 Analytics,Data Analyst,6,Hyderabad,470717
UnitedHealth Group,Data Analyst,6,Hyderabad,1198941
Saras Analytics,Data Analyst,5,Hyderabad,703418
Teleperformance,Data Analyst,5,Hyderabad,15500
Dynata,Data Analyst,5,Hyderabad,388898
Verizon,Data Analyst,5,Hyderabad,976617
Serco Group,Data Analyst,5,Hyderabad,30897
Quadrant Resource,Data Analyst,5,Hyderabad,27511
Zeta Global,Data Analyst,5,Hyderabad,382351
Zen3 Infosolutions,Data Analyst,5,Hyderabad,500000
Optum Global Solutions,Data Analyst,5,Hyderabad,903446
Dell Technologies,Data Analyst,5,Hyderabad,1007334
ADP,Data Analyst,4,Hyderabad,640566
Oracle,Data Analyst,4,Hyderabad,1139417
S&P Global,Data Analyst,4,Hyderabad,658529
Wells Fargo,Data Analyst,4,Hyderabad,681356
Uber,Data Analyst,4,Hyderabad,662645
Novartis,Data Analyst,4,Hyderabad,914961
Fresher,Data Analyst,4,Hyderabad,30049
DataBeat,Data Analyst,4,Hyderabad,33627
Salesforce,Data Analyst,4,Hyderabad,1205626
PK,Data Analyst,4,Hyderabad,452137
Apex CoVantage,Data Analyst,3,Hyderabad,8866
MediaMint,Data Analyst,3,Hyderabad,366514
MetrixLab,Data Analyst,3,Hyderabad,437781
EMPLOYERS,Data Analyst,3,Hyderabad,25000
Genpact,Data Analyst,3,Hyderabad,338792
IMImobile,Data Analyst,3,Hyderabad,711350
Quantium,Data Analyst,3,Hyderabad,1072842
HitWicket,Data Analyst,3,Hyderabad,669115
AIR Worldwide,Data Analyst,3,Hyderabad,398975
Indian Political Action Committee,Data Analyst,3,Hyderabad,735354
Indium Software,Data Analyst,3,Hyderabad,743209
Ivy,Data Analyst,3,Hyderabad,967041
NTT DATA,Data Analyst,3,Hyderabad,508188
IHS Markit,Data Analyst,3,Hyderabad,509802
First Student,Data Analyst,3,Hyderabad,600000
Trianz,Data Analyst,3,Hyderabad,588637
Tata Steel,Data Analyst,2,Hyderabad,71465
Exusia,Data Analyst,2,Hyderabad,443020
Cotiviti,Data Analyst,2,Hyderabad,311470
Realshoppee Retail,Data Analyst,2,Hyderabad,41922
ICE Data Services,Data Analyst,2,Hyderabad,430475
CDK Global,Data Analyst,2,Hyderabad,1123734
Vodafone Idea,Data Analyst,2,Hyderabad,616488
[24]7.ai,Data Analyst,2,Hyderabad,186983
Intercontinental Exchange,Data Analyst,2,Hyderabad,458425
Jayar Manufacturing,Data Analyst,2,Hyderabad,719166
ReferenceGlobe,Data Analyst,2,Hyderabad,180440
DuPont Sustainable Solutions,Data Analyst,2,Hyderabad,861090
Technical Data Analysis,Data Analyst,2,Hyderabad,30000
Amazon,Data Analyst,2,Hyderabad,83197
Wenable Technologies,Data Analyst,2,Hyderabad,625884
Parexel,Data Analyst,2,Hyderabad,43295
HSBC,Data Analyst,2,Hyderabad,1263
Franklin Templeton Investments,Data Analyst,2,Hyderabad,136137
BYJU'S,Data Analyst,2,Hyderabad,633866
HCL,Data Analyst,2,Hyderabad,900229
Yes Bank,Data Analyst,2,Hyderabad,28221
Cogent Data Solutions,Data Analyst,2,Hyderabad,23876
Solugenix Corporation,Data Analyst,2,Hyderabad,9434
Minvesta,Data Analyst,2,Hyderabad,23663
Virtusa,Data Analyst,2,Hyderabad,188777
HCL Technologies,Data Analyst,2,Hyderabad,28103
Rajesh Motors,Data Analyst,2,Hyderabad,375807
SR Edu Solutions,Data Analyst,2,Hyderabad,18395
YES,Data Analyst,2,Hyderabad,17496
Freelancer,Data Analyst,2,Hyderabad,23871
DONE by NONE,Data Analyst,2,Hyderabad,61083
InsideView,Data Analyst,2,Hyderabad,73055
Next Education India,Data Analyst,2,Hyderabad,51646
First Student,Data Analyst,2,Hyderabad,235128
DBS Bank,Data Analyst,2,Hyderabad,1138712
myPaisaa,Data Analyst,1,Hyderabad,15073
PrimEra Medical Technologies,Data Analyst,1,Hyderabad,508113
Strategic Alpha,Data Analyst,1,Hyderabad,515829
Hetero,Data Analyst,1,Hyderabad,245265
E-Prospects,Data Analyst,1,Hyderabad,772984
GigIndia,Data Analyst,1,Hyderabad,186475
Sun Microsystems,Data Analyst,1,Hyderabad,338792
Appen,Data Analyst,1,Hyderabad,20000
La casa one,Data Analyst,1,Hyderabad,35460
VotaryTech,Data Analyst,1,Hyderabad,237117
Dr. Reddy's,Data Analyst,1,Hyderabad,28000
Harish Hathiwala,Data Analyst,1,Hyderabad,367898
Jaffar Engineering Works,Data Analyst,1,Hyderabad,1262223
Mindtree,Data Analyst,1,Hyderabad,20234
Amazon,Data Analyst,1,Hyderabad,435196
PokerStars,Data Analyst,1,Hyderabad,859906
Moonstone Infotech,Data Analyst,1,Hyderabad,807180
GOLDFINCH,Data Analyst,1,Hyderabad,402934
Ola,Data Analyst,1,Hyderabad,1182371
Innominds Software,Data Analyst,1,Hyderabad,45172
Snycon Software Solutions,Data Analyst,1,Hyderabad,39072
E-rachit Technologies,Data Analyst,1,Hyderabad,1210770
Orbit Technologies,Data Analyst,1,Hyderabad,10814
DataBeat,Data Analyst,1,Hyderabad,15540
Marten Transport,Data Analyst,1,Hyderabad,517757
Multiplier Solutions,Data Analyst,1,Hyderabad,23443
Novartis,Data Analyst,1,Hyderabad,52456
Vi,Data Analyst,1,Hyderabad,778606
Jai Raj Ispat,Data Analyst,1,Hyderabad,5647
STUDY Monitor Tech,Data Analyst,1,Hyderabad,232105
Goldman Sachs,Data Analyst,1,Hyderabad,455550
ABC,Data Analyst,1,Hyderabad,100000
Law In Order,Data Analyst,1,Hyderabad,483697
Object Technology Solutions India,Data Analyst,1,Hyderabad,30269
Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad,451451
Informatica,Data Analyst,1,Hyderabad,521474
Byte Software Services,Data Analyst,1,Hyderabad,790515
Genpact,Data Analyst,1,Hyderabad,513690
EE Technologies,Data Analyst,1,Hyderabad,45000
Nisum,Data Analyst,1,Hyderabad,5647
ETG International,Data Analyst,1,Hyderabad,268721
Wipro Technologies,Data Analyst,1,Hyderabad,2063
Innodatatics,Data Analyst,1,Hyderabad,400000
Netflix,Data Analyst,1,Hyderabad,1200000
Constant Contact,Data Analyst,1,Hyderabad,302693
ICICI Bank,Data Analyst,1,Hyderabad,1976461
D&B Technologies,Data Analyst,1,Hyderabad,700000
Kritha Convertors,Data Analyst,1,Hyderabad,537441
ZettaMine Labs,Data Analyst,1,Hyderabad,338792
Nagamani Hospital,Data Analyst,1,Hyderabad,45000
GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,691840
Idol Soft,Data Analyst,1,Hyderabad,518419
Crown Holdings,Data Analyst,1,Hyderabad,752418
Sankalp Group,Data Analyst,1,Hyderabad,618995
Enrich IBS,Data Analyst,1,Hyderabad,314473
DuPont,Data Analyst,1,Hyderabad,901815
Intelenet,Data Analyst,1,Hyderabad,196834
eHaat,Data Analyst,1,Hyderabad,338792
Vidal Healthcare,Data Analyst,1,Hyderabad,20098
Astegic,Data Analyst,1,Hyderabad,1134824
Unify,Data Analyst,1,Hyderabad,36956
HSBC,Data Analyst,1,Hyderabad,1468099
James Hardie,Data Analyst,1,Hyderabad,290315
Soul Of Anime Toystore,Data Analyst,1,Hyderabad,537441
Amazon Flex,Data Analyst,1,Hyderabad,464246
Thomson Reuters,Data Analyst,1,Hyderabad,24004
HighRadius,Data Analyst,1,Hyderabad,14126
TEKsystems,Data Analyst,1,Hyderabad,522547
Nassau Re,Data Analyst,1,Hyderabad,314473
OYO,Data Analyst,1,Hyderabad,10000
Petpal,Data Analyst,1,Hyderabad,12263
American Airlines,Data Analyst,1,Hyderabad,25183
exceedsoft,Data Analyst,1,Hyderabad,16940
Nexii IT Labs,Data Analyst,1,Hyderabad,419651
AnyTimeLoan.in,Data Analyst,1,Hyderabad,29560
Bourntec Solutions,Data Analyst,1,Hyderabad,416478
Fresher,Data Analyst,1,Hyderabad,252244
Jobminar,Data Analyst,1,Hyderabad,302200
Ardem,Data Analyst,1,Hyderabad,18326
Virtusa,Data Analyst,1,Hyderabad,221675
Ushta Te Consultancy Services LLP,Data Analyst,1,Hyderabad,310791
Tata Consultancy Services,Data Analyst,1,Hyderabad,45404
Berkadia,Data Analyst,1,Hyderabad,207194
Samsara,Data Analyst,1,Hyderabad,451723
Polaris FT,Data Analyst,1,Hyderabad,644153
Aria Tech IT Solutions,Data Analyst,1,Hyderabad,50244
Capgemini Invent,Data Analyst,1,Hyderabad,565059
Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,381856
Idfy,Data Analyst,1,Hyderabad,602930
ABCDEF,Data Analyst,1,Hyderabad,490531
WNS,Data Analyst,1,Hyderabad,42760
Invergence Analytics,Data Analyst,1,Hyderabad,677584
Datasite,Data Analyst,1,Hyderabad,725180
PowerBI Consulting,Data Analyst,1,Hyderabad,25000
Cognizant Technology Solutions,Data Analyst,1,Hyderabad,616428
Saksham Innovations,Data Analyst,1,Hyderabad,13000
Indigen Technologies,Data Analyst,1,Hyderabad,500000
TeacherActive,Data Analyst,1,Hyderabad,31447
Fountane,Data Analyst,1,Hyderabad,12263
GlobalLogic,Data Analyst,86,New Delhi,230043
Tata Consultancy Services,Data Analyst,49,New Delhi,591185
Accenture,Data Analyst,28,New Delhi,602557
HCL Technologies,Data Analyst,26,New Delhi,414214
EXL Service,Data Analyst,24,New Delhi,635113
Innovaccer,Data Analyst,23,New Delhi,790515
The Smart Cube,Data Analyst,20,New Delhi,711651
Axtria,Data Analyst,20,New Delhi,670089
EY,Data Analyst,17,New Delhi,500434
Optum,Data Analyst,17,New Delhi,960000
Absolutdata,Data Analyst,17,New Delhi,594768
American Express,Data Analyst,15,New Delhi,1134824
OYO,Data Analyst,15,New Delhi,601029
IBM,Data Analyst,15,New Delhi,521474
Ericsson-Worldwide,Data Analyst,15,New Delhi,449332
Cognizant Technology Solutions,Data Analyst,14,New Delhi,456591
Genpact,Data Analyst,14,New Delhi,525749
Wipro,Data Analyst,14,New Delhi,593140
Bharti Airtel,Data Analyst,13,New Delhi,484519
Amazon,Data Analyst,12,New Delhi,566735
Capgemini,Data Analyst,12,New Delhi,401435
Paytm,Data Analyst,12,New Delhi,602693
Tech Mahindra,Data Analyst,11,New Delhi,340679
Fresher,Data Analyst,11,New Delhi,402934
ZS Associates,Data Analyst,11,New Delhi,712674
NTT DATA,Data Analyst,11,New Delhi,502442
LiquidHub,Data Analyst,10,New Delhi,351668
UnitedHealth Group,Data Analyst,9,New Delhi,928492
Aon,Data Analyst,9,New Delhi,397330
Snapdeal,Data Analyst,9,New Delhi,1019603
Google,Data Analyst,9,New Delhi,386958
AXA XL,Data Analyst,8,New Delhi,731213
WNS,Data Analyst,8,New Delhi,726809
American Express,Data Analyst,8,New Delhi,89248
KPMG,Data Analyst,8,New Delhi,509210
Mercer,Data Analyst,8,New Delhi,400410
Publicis Sapient,Data Analyst,7,New Delhi,680894
Denave,Data Analyst,7,New Delhi,417179
Deloitte,Data Analyst,7,New Delhi,429953
McKinsey & Company,Data Analyst,7,New Delhi,1401954
BT,Data Analyst,7,New Delhi,524564
Decision Point,Data Analyst,7,New Delhi,616428
Saarthee,Data Analyst,7,New Delhi,621583
Collegedunia,Data Analyst,7,New Delhi,261907
IHS Markit,Data Analyst,7,New Delhi,621583
ABC,Data Analyst,6,New Delhi,538846
MedTourEasy,Data Analyst,6,New Delhi,311449
b3Intelligence,Data Analyst,6,New Delhi,32910
Fresher,Data Analyst,6,New Delhi,25200
Fiserv,Data Analyst,6,New Delhi,1324095
DXC Technology,Data Analyst,6,New Delhi,545756
Competent Software,Data Analyst,6,New Delhi,15449
Freelancer,Data Analyst,6,New Delhi,43356
Optum Global Solutions,Data Analyst,6,New Delhi,101501
TransOrg Analytics,Data Analyst,6,New Delhi,664286
Toluna,Data Analyst,6,New Delhi,544387
Concentrix,Data Analyst,6,New Delhi,36577
TO THE NEW,Data Analyst,5,New Delhi,309194
R1 RCM,Data Analyst,5,New Delhi,537613
EasyRewardz,Data Analyst,5,New Delhi,484238
Better.com,Data Analyst,5,New Delhi,1177000
Times Internet,Data Analyst,5,New Delhi,602930
McKinsey Knowledge Center,Data Analyst,5,New Delhi,1541071
Palin Analytics,Data Analyst,5,New Delhi,498630
Nokia,Data Analyst,5,New Delhi,363231
Encore Capital Group,Data Analyst,5,New Delhi,677584
Nagarro,Data Analyst,5,New Delhi,1119076
Annik Technology Services,Data Analyst,5,New Delhi,23358
QL2,Data Analyst,5,New Delhi,20509
Infosys,Data Analyst,5,New Delhi,1130085
Dell Technologies,Data Analyst,5,New Delhi,602930
DecisionTree Analytics & Services,Data Analyst,5,New Delhi,594543
Polestar Solutions & Services India,Data Analyst,4,New Delhi,604847
Gartner,Data Analyst,4,New Delhi,865056
Home Credit India,Data Analyst,4,New Delhi,30254
Citi,Data Analyst,4,New Delhi,600558
Value Edge Research Services,Data Analyst,4,New Delhi,66840
Ameriprise,Data Analyst,4,New Delhi,778493
Teleperformance,Data Analyst,4,New Delhi,654510
Fractal,Data Analyst,4,New Delhi,878070
GALYTIX,Data Analyst,4,New Delhi,51929
Team Computers,Data Analyst,4,New Delhi,293232
Chatous,Data Analyst,4,New Delhi,27726
CSC E-Governance Services,Data Analyst,4,New Delhi,310144
Adglobal360,Data Analyst,4,New Delhi,602345
BlackRock,Data Analyst,4,New Delhi,690924
WheelsEye Technology,Data Analyst,4,New Delhi,625157
Hive (CA),Data Analyst,4,New Delhi,390283
Apsidata solutions,Data Analyst,4,New Delhi,21984
BOLD,Data Analyst,4,New Delhi,1151955
Britis Telecom,Data Analyst,4,New Delhi,464246
Urban Company,Data Analyst,4,New Delhi,10037
NCR,Data Analyst,4,New Delhi,409648
PolicyBazaar,Data Analyst,4,New Delhi,551047
Google,Data Analyst,4,New Delhi,418078
NS Matrix Services,Data Analyst,4,New Delhi,343758
NITS,Data Analyst,4,New Delhi,532302
Namekart,Data Analyst,4,New Delhi,15000
RCM Aeroservices,Data Analyst,4,New Delhi,20887
Actiknow,Data Analyst,4,New Delhi,363669
XYZ,Data Analyst,3,New Delhi,577190
GALYTIX,Data Analyst,3,New Delhi,30821
Unified Healthcare Group,Data Analyst,3,New Delhi,508188
iEnergizer,Data Analyst,3,New Delhi,332016
WSP,Data Analyst,3,New Delhi,786181
Delhivery,Data Analyst,3,New Delhi,13000
MapmyIndia,Data Analyst,3,New Delhi,326397
Limeroad,Data Analyst,3,New Delhi,602739
IQVIA,Data Analyst,3,New Delhi,582124
TCS,Data Analyst,3,New Delhi,16789
Wizikey,Data Analyst,3,New Delhi,407238
Cvent,Data Analyst,3,New Delhi,760403
Keysight Technologies,Data Analyst,3,New Delhi,705134
ITC Infotech,Data Analyst,3,New Delhi,80616
Nurtr,Data Analyst,3,New Delhi,338792
Glorious Insights,Data Analyst,3,New Delhi,61899
CRMnext,Data Analyst,3,New Delhi,752418
McKinsey Knowledge Center,Data Analyst,3,New Delhi,30658
Masthead Technologies,Data Analyst,3,New Delhi,10749
Yatra Online Pvt Ltd,Data Analyst,3,New Delhi,47054
Bain & Company,Data Analyst,3,New Delhi,991280
NatWest Group,Data Analyst,3,New Delhi,369128
Stigasoft,Data Analyst,3,New Delhi,257972
Stanza Living,Data Analyst,3,New Delhi,900000
Elucidata (MA),Data Analyst,3,New Delhi,1087991
HCL,Data Analyst,3,New Delhi,305881
Eko India Financial Services,Data Analyst,3,New Delhi,878372
Edulyt India,Data Analyst,3,New Delhi,28507
Moody's Analytics,Data Analyst,3,New Delhi,335520
Vidooly Media Tech,Data Analyst,3,New Delhi,432100
SupplyCopia,Data Analyst,3,New Delhi,275453
United Airlines,Data Analyst,3,New Delhi,880573
Elsevier,Data Analyst,3,New Delhi,380000
Gauge Data Solutions,Data Analyst,3,New Delhi,1640740
Nones,Data Analyst,3,New Delhi,605385
Peacock Solar,Data Analyst,3,New Delhi,5374
Anonymous Content,Data Analyst,3,New Delhi,675000
Ford Motor Company,Data Analyst,3,New Delhi,1200000
Professional,Data Analyst,3,New Delhi,25685
NextGen Invent,Data Analyst,3,New Delhi,40552
OYO,Data Analyst,3,New Delhi,33879
Verificient Technologies,Data Analyst,3,New Delhi,12515
Samsung Electronics,Data Analyst,3,New Delhi,1041195
Quess,Data Analyst,3,New Delhi,299998
Upwork,Data Analyst,3,New Delhi,28233
SunTec Web Services,Data Analyst,3,New Delhi,20737
Moody's Corporation,Data Analyst,3,New Delhi,544512
SIQES,Data Analyst,3,New Delhi,406845
Honeywell,Data Analyst,3,New Delhi,811344
First Student,Data Analyst,3,New Delhi,34532
Risk Management Solutions,Data Analyst,3,New Delhi,559952
First Student,Data Analyst,3,New Delhi,178
iTech Mission,Data Analyst,3,New Delhi,33879
Microsoft,Data Analyst,2,New Delhi,744945
Adobe,Data Analyst,2,New Delhi,784769
McKinney and Company,Data Analyst,2,New Delhi,1239375
Freelancer,Data Analyst,2,New Delhi,57107
Snapdeal,Data Analyst,2,New Delhi,25417
ATS Services (India),Data Analyst,2,New Delhi,34370
Optum Global Solutions India,Data Analyst,2,New Delhi,81910
Adda 247,Data Analyst,2,New Delhi,10653
Google,Data Analyst,2,New Delhi,619354
ShipRocket,Data Analyst,2,New Delhi,27035
Grail Insights,Data Analyst,2,New Delhi,705817
Wunderman Thompson,Data Analyst,2,New Delhi,551148
Mastercard,Data Analyst,2,New Delhi,1471807
SupplyCopia,Data Analyst,2,New Delhi,16123
Niscom Tele Infra,Data Analyst,2,New Delhi,282369
Annalect,Data Analyst,2,New Delhi,563136
GroupM,Data Analyst,2,New Delhi,22274
StepOut Solutions,Data Analyst,2,New Delhi,59604
Zomato,Data Analyst,2,New Delhi,69495
Tata Consultancy Services,Data Analyst,2,New Delhi,33957
Polaris FT,Data Analyst,2,New Delhi,314698
Research & Ranking,Data Analyst,2,New Delhi,18335
Microtek International (India),Data Analyst,2,New Delhi,20811
Unyscape Infocom,Data Analyst,2,New Delhi,30846
Cians Analytics,Data Analyst,2,New Delhi,591053
AON,Data Analyst,2,New Delhi,198811
United Airlines,Data Analyst,2,New Delhi,26158
Xceedance,Data Analyst,2,New Delhi,27805
CBRE,Data Analyst,2,New Delhi,601343
Promien Services,Data Analyst,2,New Delhi,33111
Kantar,Data Analyst,2,New Delhi,419449
FN MathLogic Consulting Services,Data Analyst,2,New Delhi,668202
Maruti Suzuki,Data Analyst,2,New Delhi,982427
Loginworks,Data Analyst,2,New Delhi,21088
Acuity Knowledge Partners,Data Analyst,2,New Delhi,508899
PwC,Data Analyst,2,New Delhi,701723
Score Me,Data Analyst,2,New Delhi,22537
FIA Technology Services,Data Analyst,2,New Delhi,646107
Zenatix,Data Analyst,2,New Delhi,649352
Blackcoffer,Data Analyst,2,New Delhi,3084
Info Edge,Data Analyst,2,New Delhi,608075
HH Global,Data Analyst,2,New Delhi,704851
NetProphets Cyberworks,Data Analyst,2,New Delhi,382929
Cognizant Consulting,Data Analyst,2,New Delhi,383619
Willis Towers Watson,Data Analyst,2,New Delhi,49857
LIN SCAN,Data Analyst,2,New Delhi,585819
Tata Consultancy Services,Data Analyst,36,Mumbai,479071
eClerx,Data Analyst,26,Mumbai,226724
Accenture,Data Analyst,23,Mumbai,446076
Morningstar,Data Analyst,22,Mumbai,364638
Cognizant Technology Solutions,Data Analyst,17,Mumbai,574259
Capgemini,Data Analyst,15,Mumbai,509801
Fresher,Data Analyst,11,Mumbai,33496
HERE Technologies,Data Analyst,11,Mumbai,237907
J.P. Morgan,Data Analyst,10,Mumbai,744516
Ugam,Data Analyst,10,Mumbai,301786
Cartesian Consulting,Data Analyst,10,Mumbai,530781
Experian,Data Analyst,9,Mumbai,716327
Cogencis Information Services,Data Analyst,9,Mumbai,147159
Media.net,Data Analyst,9,Mumbai,528453
Fractal,Data Analyst,8,Mumbai,728811
MSCI,Data Analyst,8,Mumbai,787161
Hansa Cequity,Data Analyst,8,Mumbai,483379
vPhrase,Data Analyst,8,Mumbai,465742
ABC,Data Analyst,7,Mumbai,496022
Course5 Intelligence,Data Analyst,7,Mumbai,322465
CRG Solutions,Data Analyst,7,Mumbai,521474
Citi,Data Analyst,6,Mumbai,1322737
Kantar,Data Analyst,6,Mumbai,412152
Magic9 Media Analytics,Data Analyst,6,Mumbai,496241
Travelex,Data Analyst,6,Mumbai,661760
Propellum Infotech,Data Analyst,6,Mumbai,448170
Deloitte,Data Analyst,5,Mumbai,744033
TCS,Data Analyst,5,Mumbai,42995
KPMG,Data Analyst,5,Mumbai,419651
Development Credit Bank Limited,Data Analyst,5,Mumbai,524564
Google,Data Analyst,5,Mumbai,254901
Nailbiter,Data Analyst,5,Mumbai,320543
First Student,Data Analyst,5,Mumbai,366885
Jio,Data Analyst,5,Mumbai,682909
GEP,Data Analyst,4,Mumbai,444728
Decimal Point Analytics,Data Analyst,4,Mumbai,16537
Cogencis Information Services,Data Analyst,4,Mumbai,139396
Atos-Syntel,Data Analyst,4,Mumbai,317183
ICICI Bank,Data Analyst,4,Mumbai,39791
General Mills,Data Analyst,4,Mumbai,680000
Hudl,Data Analyst,4,Mumbai,26309
Axis Bank,Data Analyst,4,Mumbai,965889
First Student,Data Analyst,4,Mumbai,25618
DONE by NONE,Data Analyst,4,Mumbai,25515
AXIS MY INDIA,Data Analyst,3,Mumbai,374059
Piramal Enterprises,Data Analyst,3,Mumbai,1416324
HDFC Bank,Data Analyst,3,Mumbai,828777
Tata Communications,Data Analyst,3,Mumbai,31236
Barclays,Data Analyst,3,Mumbai,1040054
Quantafic Business Solutions,Data Analyst,3,Mumbai,516690
EY,Data Analyst,3,Mumbai,454039
IDFC First Bank,Data Analyst,3,Mumbai,1356593
Prudential plc,Data Analyst,3,Mumbai,1226327
FieldGlobal Market Research,Data Analyst,3,Mumbai,38510
Anonymous Content,Data Analyst,3,Mumbai,520597
LTI,Data Analyst,3,Mumbai,369531
Larsen & Toubro,Data Analyst,3,Mumbai,752418
TripStack,Data Analyst,3,Mumbai,453300
LogisticsNow,Data Analyst,3,Mumbai,18651
Quantiphi,Data Analyst,3,Mumbai,654767
LogisticsNow,Data Analyst,3,Mumbai,513690
Think Analytics,Data Analyst,3,Mumbai,35768
cross-tab marketing services pvt.,Data Analyst,3,Mumbai,25766
Microsoft,Data Analyst,2,Mumbai,875445
FedEx,Data Analyst,2,Mumbai,448911
WhiteHat Jr,Data Analyst,2,Mumbai,882573
eSense Learning Pvt,Data Analyst,2,Mumbai,430649
iAastha,Data Analyst,2,Mumbai,3278
Bahar Infotech,Data Analyst,2,Mumbai,15189
LTI,Data Analyst,2,Mumbai,21942
Bookmyshow,Data Analyst,2,Mumbai,556567
The Sparks Foundation,Data Analyst,2,Mumbai,25415
SAP,Data Analyst,2,Mumbai,37752
Viacom 18,Data Analyst,2,Mumbai,26912
